Title,Artist Name,Year Created,Url,Refrence No
Arrangement in Black; Girl Reading (ca. 1880–90),"James Abbott McNeill Whistler (American, 1834-1903)",ca. 1880–90,https://artvee.com/dl/arrangement-in-black-girl-reading/,224867fg.jpg
Study of a Seated Peasant Girl (1880–1900),"Ladislav Mednyánszky (Hungarian, 1852 – 1919)",1880–1900,https://artvee.com/dl/study-of-a-seated-peasant-girl/,218366fg.jpg
Portrait Of A Gentleman Leaning On A Balustrade,"Eglon van der Neer (Dutch, 1635-1703)",None,https://artvee.com/dl/portrait-of-a-gentleman-leaning-on-a-balustrade/,227616fg.jpg
The Bouquet of Violets (ca. 1877–78),"Eva Gonzalès (French, 1849 - 1883)",ca. 1877–78,https://artvee.com/dl/the-bouquet-of-violets/,227203fg.jpg
Family Group,"James Millar (English, 1735 – 1805)",None,https://artvee.com/dl/family-group-4/,210392fg.jpg
Sailor’s Wife (1876),"Emil Carlsen (American, 1848-1932)",1876,https://artvee.com/dl/sailors-wife/,230874fg.jpg
Goodbye,"Ernest Walbourn (English, 1872-1927)",None,https://artvee.com/dl/goodbye/,225955fg.jpg
Bergère dormant à l’ombre d’un buisson de chênes (1874),"Jean-François Millet (French, 1814-1875)",1874,https://artvee.com/dl/bergere-dormant-a-lombre-dun-buisson-de-chenes/,236393fg.jpg
Zygmunt II August and Barbara (1858),"Jan Matejko (Polish, 1838-1893)",1858,https://artvee.com/dl/zygmunt-ii-august-and-barbara/,229676fg.jpg
Portrait of Johannes Cornelis van Pappelendam (1810-1884). Artist and Art Dealer. Superintendent of the Van der Hoop Museum (1876),"Johan Heinrich Neuman (Dutch, 1819-1898)",1876,https://artvee.com/dl/portrait-of-johannes-cornelis-van-pappelendam-1810-1884-artist-and-art-dealer-superintendent-of-the-van-der-hoop-museum/,233674fg.jpg
The Source (La Source) (1875),"Pierre-Auguste Renoir (French, 1841-1919)",1875,https://artvee.com/dl/the-source-la-source/,202568fg.jpg
Fête galante with a Dancing Couple (c. 1725),"Jean-Baptiste Pater (French, 1695-1736)",c. 1725,https://artvee.com/dl/fete-galante-with-a-dancing-couple/,215729fg.jpg
"Edward Horner Reynard and his Brother George Grouse-Shooting At Middlesmoor, Yorkshire, with Their G… (1836)","John Ferneley (English, 1782 - 1860)",1836,https://artvee.com/dl/edward-horner-reynard-and-his-brother-george-grouse-shooting-at-middlesmoor-yorkshire-with-their-g/,210559fg.jpg
On the Beach at Coney Island,"Samuel S. Carr (American, 1837–1908)",None,https://artvee.com/dl/on-the-beach-at-coney-island/,230858fg.jpg
On the Lookout (1897),"Edward Moran (American, 1829-1901)",1897,https://artvee.com/dl/on-the-lookout/,229121fg.jpg
Männlicher Rückenakt (1850.),Monogrammist,1850.,https://artvee.com/dl/mannlicher-ruckenakt/,227861fg.jpg
En calèche (à Versailles),"Louis Icart (French, 1888-1950)",à Versailles,https://artvee.com/dl/en-caleche-a-versailles/,228958fg.jpg
A Shepherd Boy,"John Opie (English, 1761-1807)",None,https://artvee.com/dl/a-shepherd-boy-3/,242546fg.jpg
"Eugène Murer (Hyacinthe-Eugène Meunier, 1841–1906) (1877)","Pierre-Auguste Renoir (French, 1841-1919)",1877,https://artvee.com/dl/eugene-murer-hyacinthe-eugene-meunier-1841-1906/,225122fg.jpg
A boy and a girl playing music by candlelight,"Jan Miense Molenaer (Dutch, 1610-1668)",None,https://artvee.com/dl/a-boy-and-a-girl-playing-music-by-candlelight/,222032fg.jpg
"Portrait of Jan Jacob Rochussen, Governor-General of the Dutch East Indies (1845)","Nicolaas Pieneman (Dutch, 1809 – 1860)",1845,https://artvee.com/dl/portrait-of-jan-jacob-rochussen-governor-general-of-the-dutch-east-indies/,232101fg.jpg
General von Hartmann und Sohn Hermann (Ca. 1870),"Franz von Lenbach (German, 1836-1904)",Ca. 1870,https://artvee.com/dl/general-von-hartmann-und-sohn-hermann/,227650fg.jpg
Going to Market (1865),"Adrien Joseph Verhoeven-Ball (Belgian, 1824-1882)",1865,https://artvee.com/dl/going-to-market-4/,230165fg.jpg
The Holiday Group (The Bathers) (1907),"George Washington Lambert (Australian, 1873–1930)",1907,https://artvee.com/dl/the-holiday-group-the-bathers/,207438fg.jpg
The Proposal (1876),"Alexander Fraser Jr. (Scottish, 1828-1899)",1876,https://artvee.com/dl/the-proposal-2/,200066fg.jpg
Her Guardian Angel (1894),"Charles Maurin (French, 1856-1914)",1894,https://artvee.com/dl/her-guardian-angel/,216587fg.jpg
Studium młodej kobiety siedzącej na niskim posłaniu z rękami obejmującymi kolana (1944),"Ivan Ivanec (Ukrainian, 1893–1946)",1944,https://artvee.com/dl/studium-mlodej-kobiety-siedzacej-na-niskim-poslaniu-z-rekami-obejmujacymi-kolana/,231671fg.jpg
Portrait of Joan Becker (1920),"Charles Webster Hawthorne (American, 1872-1930)",1920,https://artvee.com/dl/portrait-of-joan-becker/,229071fg.jpg
Portrait of a Young Man (circa 1654),"Willem Drost (Dutch, 1633-1659)",circa 1654,https://artvee.com/dl/portrait-of-a-young-man-16/,211513fg.jpg
William Closson Self-Portrait (1900),William Baxter Palmer Closson,1900,https://artvee.com/dl/william-closson-self-portrait/,242081fg.jpg
Krajobraz z wędrowcem (1920),"Eugeniusz Zak (Polish, 1884-1926)",1920,https://artvee.com/dl/krajobraz-z-wedrowcem/,209925fg.jpg
Indian Attack (1858),"Eugene Benson (American, 1839-1908)",1858,https://artvee.com/dl/indian-attack/,239456fg.jpg
"Portrait of Julia née Bergson, artist’s wife","Aleksander Lesser (Polish, 1814-1884)",None,https://artvee.com/dl/portrait-of-julia-nee-bergson-artists-wife/,237893fg.jpg
At Eternity’s Gate (1890),"Vincent van Gogh (Dutch, 1853-1890)",1890,https://artvee.com/dl/at-eternitys-gate/,220647fg.jpg
"The Bust of a Young Girl, Called Virginie","Jean-Baptiste Greuze (French, 1725-1805)",None,https://artvee.com/dl/the-bust-of-a-young-girl-called-virginie/,217920fg.jpg
The Emperor in the Facility for the Poor and Orphans in Drogoviž (1881),"Aleksander Raczyński (Polish, 1822 - 1889)",1881,https://artvee.com/dl/the-emperor-in-the-facility-for-the-poor-and-orphans-in-drogoviz/,229468fg.jpg
Portrait of the Sculptor Stefan Jarzymowski (1872),"Witold Pruszkowski (Polish, 1846-1896)",1872,https://artvee.com/dl/portrait-of-the-sculptor-stefan-jarzymowski/,230103fg.jpg
Death Of Washington (Ca. 1890–1896),"Howard Pyle (American, 1853 – 1911)",Ca. 1890–1896,https://artvee.com/dl/death-of-washington/,800280ht.jpg
Portrait of a Young Man (ca. 1508),"Hans von Kulmbach (German, 1480-1522)",ca. 1508,https://artvee.com/dl/portrait-of-a-young-man-45/,224781fg.jpg
Portrait of a Woman,"Gabriel von Max (Austrian, 1840 – 1915)",None,https://artvee.com/dl/portrait-of-a-woman-36/,206665fg.jpg
Duft der Rosen,"Rudolf Rössler (Austrian, 1864-1934)",None,https://artvee.com/dl/duft-der-rosen/,235540fg.jpg
Venezianisches Blumenmädchen,"Eugen von Blaas (Italian, 1843 – 1931)",None,https://artvee.com/dl/venezianisches-blumenmadchen/,234963fg.jpg
Étude pour ‘La Moisson’ (1919),"Henri Martin (French, 1860 – 1943)",1919,https://artvee.com/dl/etude-pour-la-moisson/,228430fg.jpg
Girl in a Spanish Jacket (circa 1900),"Pierre-Auguste Renoir (French, 1841-1919)",circa 1900,https://artvee.com/dl/girl-in-a-spanish-jacket/,239649fg.jpg
Portrait de Noémi Renan à dix-sept ans (1879),"Ary Cornelis Renan (French, 1857-1900)",1879,https://artvee.com/dl/portrait-de-noemi-renan-a-dix-sept-ans/,232454fg.jpg
Portrait of Adolf Dygasiński with birds (1905),"Jacek Malczewski (Polish, 1854–1929)",1905,https://artvee.com/dl/portrait-of-adolf-dygasinski-with-birds/,234235fg.jpg
"Portrait Of Elisabeth-Charlotte De Bavière, The Princess Palatine","Jean-François de Troy (French, 1679-1752)",None,https://artvee.com/dl/portrait-of-elisabeth-charlotte-de-baviere-the-princess-palatine/,205389fg.jpg
Battle Scene,"Jacques Courtois (French, 1621 - 1675)",None,https://artvee.com/dl/battle-scene-16/,227292fg.jpg
Portrait of Melania née Jastrzębska 1.v. Dunin 2.v. Rawicz (1876),"Leopold Horowitz (Polish, 1838-1917)",1876,https://artvee.com/dl/portrait-of-melania-nee-jastrzebska-1-v-dunin-2-v-rawicz/,238500fg.jpg
"Studie van een meisje, zittend aan een tafel (1872 - 1950)","Barbara Elisabeth van Houten (Dutch, 1863 - 1950)",1872 - 1950,https://artvee.com/dl/studie-van-een-meisje-zittend-aan-een-tafel/,232478fg.jpg
"The Sampling Officials of the Amsterdam Drapers’ Guild, Known as ‘The Syndics’ (1662)","Rembrandt van Rijn (Dutch, 1606-1669)",1662,https://artvee.com/dl/the-sampling-officials-of-the-amsterdam-drapers-guild-known-as-the-syndics/,801148ht.jpg
Interior (circa 1890),"Ramón Casas (Spanish, 1866 – 1932)",circa 1890,https://artvee.com/dl/interior-6/,208466fg.jpg
Der Flötenspieler (1878-1889),"Gotthardt Kuehl (German, 1850-1915)",1878-1889,https://artvee.com/dl/der-flotenspieler/,227695fg.jpg
Corps de garde d’arnautes au Caire (1861.),"Jean-Léon Gérôme (French, 1824-1904)",1861.,https://artvee.com/dl/corps-de-garde-darnautes-au-caire/,201677fg.jpg
The Refreshment (c. 1855),"Jose María Romero y López (Spanish, 1815-1880)",c. 1855,https://artvee.com/dl/the-refreshment/,220341fg.jpg
"Magd mit Kindern, Obst tragend (around 1750)",Anonymous,around 1750,https://artvee.com/dl/magd-mit-kindern-obst-tragend/,220633fg.jpg
Mrs. William Wilberforce and Child (1824),"John Linnell (English, 1792-1882)",1824,https://artvee.com/dl/mrs-william-wilberforce-and-child/,234328fg.jpg
Portrait of the Painter Christian Meyer Ross (1879),"Eilif Peterssen (Norwegian, 1852 - 1928)",1879,https://artvee.com/dl/portrait-of-the-painter-christian-meyer-ross/,221071fg.jpg
The Mandolin Player (1886),"Théodule Ribot (French, 1823-1891)",1886,https://artvee.com/dl/the-mandolin-player/,207958fg.jpg
The Battle of Bråvalla. Study,"August Malmström (Swedish, 1829 – 1901)",None,https://artvee.com/dl/the-battle-of-bravalla-study/,800014ht.jpg
Music-Hall Scene,"Gösta Von Hennigs (Swedish, 1866 - 1941)",None,https://artvee.com/dl/music-hall-scene/,201191fg.jpg
Boy with a Flagon and a Bird’s Nest,"Carel de Moor (Dutch, 1656-1738)",None,https://artvee.com/dl/boy-with-a-flagon-and-a-birds-nest/,209708fg.jpg
Herrenrunde,"Fritz Wagner (German, 1896-1939)",None,https://artvee.com/dl/herrenrunde/,235104fg.jpg
Seated Woman with a Parasol (1884–1885),"Georges Seurat (French, 1859-1891)",1884–1885,https://artvee.com/dl/seated-woman-with-a-parasol/,201097fg.jpg
"Self-portrait, Rembrandt van Rijn (c. 1628)","Rembrandt van Rijn (Dutch, 1606-1669)",c. 1628,https://artvee.com/dl/self-portrait-rembrandt-van-rijn/,222220fg.jpg
Return from the catch (1873),"Thomas F. Burn (English, active 1861-1867)",1873,https://artvee.com/dl/return-from-the-catch-2/,237798fg.jpg
"Head Of A Girl, Atalanta (1902)","John William Godward (English, 1861–1922)",1902,https://artvee.com/dl/head-of-a-girl-atalanta/,203747fg.jpg
Jakob Alt und seine Tochter Luise (around 1820),"Franz Alt (Austrian, 1821-1914)",around 1820,https://artvee.com/dl/jakob-alt-und-seine-tochter-luise/,220077fg.jpg
Portrait of a Lady in Blue (1897-1905),"Raimundo de Madrazo y Garreta (Spanish, 1841 - 1920)",1897-1905,https://artvee.com/dl/portrait-of-a-lady-in-blue-2/,211145fg.jpg
After Church (1894),"Janis Rozentāls (Latvian, 1866–1916)",1894,https://artvee.com/dl/after-church/,210435fg.jpg
Mädchen in alpenländischer Tracht (Ca. 1880-1890),"Emil Rau (German, 1858-1937)",Ca. 1880-1890,https://artvee.com/dl/madchen-in-alpenlandischer-tracht/,225938fg.jpg
Sur les Champs Élysées (1892),"Jean Béraud (French, 1849-1935)",1892,https://artvee.com/dl/sur-les-champs-elysees/,228654fg.jpg
Portrait of an Unknown Woman,"Alexey Vassilievich Tyranov (Russian, 1808-1859)",None,https://artvee.com/dl/portrait-of-an-unknown-woman-4/,239778fg.jpg
Well-Guarded Sleep (1852),"Johann Georg Meyer von Bremen (German, 1813–1886)",1852,https://artvee.com/dl/well-guarded-sleep/,214390fg.jpg
Reading the News at the Weavers’ Cottage (1673),"Adriaen van Ostade (Dutch, 1610-1684)",1673,https://artvee.com/dl/reading-the-news-at-the-weavers-cottage/,227114fg.jpg
Portrait Of Baron R.F.G. Wrede (1831 - 1833),"Gustaf Wilhelm Finnberg (Finnish, 1784 – 1833)",1831 - 1833,https://artvee.com/dl/portrait-of-baron-r-f-g-wrede/,205537fg.jpg
Heavy Artillery (1919),Colin Gill,1919,https://artvee.com/dl/heavy-artillery/,245911fg.jpg
"Portrait of Margaretha Nelis (1652-17050, second wife of Casparus Commelin (1693 - 1704)","David van der Plas (Dutch, 1647-1704)",1693 - 1704,https://artvee.com/dl/portrait-of-margaretha-nelis-1652-17050-second-wife-of-casparus-commelin/,231350fg.jpg
Blind Hopi Girl Returning from a Desert Watering Hole (1915),"William Robinson Leigh (American, 1866-1955)",1915,https://artvee.com/dl/blind-hopi-girl-returning-from-a-desert-watering-hole/,230965fg.jpg
The garden of the magician (1906 - 1907),"Lajos Gulácsy (Hungarian, 1882-1932)",1906 - 1907,https://artvee.com/dl/the-garden-of-the-magician/,237107fg.jpg
A Serenade,"Alfonso Savini (Italian, 1836–1908)",None,https://artvee.com/dl/a-serenade-4/,243724fg.jpg
"Pipe Dance, Assiniboine (1835-1837)","George Catlin (American, 1796 - 1872)",1835-1837,https://artvee.com/dl/pipe-dance-assiniboine/,218194fg.jpg
Sous un habit de Mezetin (c. 1717 - 1719),"Jean-Antoine Watteau (French, 1684 - 1721)",c. 1717 - 1719,https://artvee.com/dl/sous-un-habit-de-mezetin/,215056fg.jpg
Matthew Clarkson (1823),"Samuel Lovett Waldo (American, 1783-1861)",1823,https://artvee.com/dl/matthew-clarkson-2/,225181fg.jpg
Morena. (1933),"Cyprián Majerník (Slovak, 1909 - 1945)",1933,https://artvee.com/dl/morena/,234105fg.jpg
Récits des temps mérovingiens ; un esclave (1883),"Jean-Paul Laurens (French, 1838-1921)",1883,https://artvee.com/dl/recits-des-temps-merovingiens-un-esclave/,204594DI02fg.jpg
John Musters (1777-c. 1780),"Sir Joshua Reynolds (English, 1723 - 1792)",1777-c. 1780,https://artvee.com/dl/john-musters/,202821fg.jpg
Edna (1915),"Robert Henri (American, 1865-1929)",1915,https://artvee.com/dl/edna-2/,230845fg.jpg
Cornelius Vanderbilt (1846),"Nathaniel Jocelyn (American, 1796 – 1881)",1846,https://artvee.com/dl/cornelius-vanderbilt/,241991fg.jpg
The lych-gate (1873),"Thomas Matthews Rooke (English, 1842–1942)",1873,https://artvee.com/dl/the-lych-gate/,221684fg.jpg
The Cooking Lesson (1910),"William Vincent Cahill (American, 1878-1924)",1910,https://artvee.com/dl/the-cooking-lesson/,228795fg.jpg
An Algerian Caravan At Rest,"Francesco Peluso (Italian, 1836-1916)",None,https://artvee.com/dl/an-algerian-caravan-at-rest/,203538fg.jpg
The departure to Bukavu,"Fernand Allard-L'Olivier (Belgian, 1883-1933)",None,https://artvee.com/dl/the-departure-to-bukavu/,245282fg.jpg
Der Dichter Anastasius Grün (alias Anton Alexander Graf von Auersperg) (1876),"Heinrich von Angeli (Austrian, 1840-1925)",1876,https://artvee.com/dl/der-dichter-anastasius-grun-alias-anton-alexander-graf-von-auersperg/,223044fg.jpg
Portræt af den danske videnskabsmand Johan Christian Fabricius,Anonymous,None,https://artvee.com/dl/portraet-af-den-danske-videnskabsmand-johan-christian-fabricius/,211462fg.jpg
Samuel Jones Tilden (c. 1870),"Thomas Hicks (American, 1823-1890)",c. 1870,https://artvee.com/dl/samuel-jones-tilden-2/,242062fg.jpg
Head Of A Girl (1886),"Helene Schjerfbeck (Finnish, 1862 – 1946)",1886,https://artvee.com/dl/head-of-a-girl/,205574fg.jpg
Drovers With A Pair Of Rearing Horses,"Thomas Rowlandson (English, 1756-1827)",None,https://artvee.com/dl/drovers-with-a-pair-of-rearing-horses/,214650fg.jpg
Le peintre endormi,Henri Loubat,None,https://artvee.com/dl/le-peintre-endormi/,244074fg.jpg
The Count Of Habsburg (1837),"Philipp von Foltz (German, 1805-1877)",1837,https://artvee.com/dl/the-count-of-habsburg/,214568fg.jpg
Boy with an Apple (1900),"Ľudovít Pitthordt (Slovak, 1860-1946)",1900,https://artvee.com/dl/boy-with-an-apple/,218397fg.jpg
Company at Table,"Palamedes Palamedesz (Dutch, 1607-1638)",None,https://artvee.com/dl/company-at-table/,212830fg.jpg
"Portrait of Marie de Rabutin-Chantal, Marquise de Sévigné (1626–1696)","After Claude Lefèbvre (French, 1632-1675)",1626–1696,https://artvee.com/dl/portrait-of-marie-de-rabutin-chantal-marquise-de-sevigne-1626-1696/,229422fg.jpg
Admiring from afar,"John Bagnold Burgess (English, 1830-1897)",None,https://artvee.com/dl/admiring-from-afar/,244752fg.jpg
The Strawberry Girl (1772 - 1773),"Sir Joshua Reynolds (English, 1723 - 1792)",1772 - 1773,https://artvee.com/dl/the-strawberry-girl/,215905fg.jpg
Portrait of Alfred Hage (1876),"Frederik Vermehren (Danish, 1823 - 1910)",1876,https://artvee.com/dl/portrait-of-alfred-hage/,239217fg.jpg
Girls in the field (1892),"Emile Claus (Belgian, 1849 - 1924)",1892,https://artvee.com/dl/girls-in-the-field/,240859fg.jpg
"Portrait of the French King Louis-Philippe D’Orléans (Paris 1773-1850 Clermont House, England) (1847)","Charles Edouard Boutibonne (French, 1816-1897)",1847,https://artvee.com/dl/portrait-of-the-french-king-louis-philippe-dorleans-paris-1773-1850-clermont-house-england/,214046fg.jpg
The Artist’s Family (1905),"Włodzimierz Tetmajer (Polish, 1861 - 1923)",1905,https://artvee.com/dl/the-artists-family-2/,230120fg.jpg
The Dancer (1913),"Egon Schiele (Austrian, 1890-1918)",1913,https://artvee.com/dl/the-dancer-5/,236802fg.jpg
Kaffir Man (ca. 1893),"Antonio Zeno Shindler (American, 1823-1899)",ca. 1893,https://artvee.com/dl/kaffir-man/,217191fg.jpg
Thérèse Lainville Dressed As In The 18th Century,"Albert Edelfelt (Finnish, 1854 - 1905)",None,https://artvee.com/dl/therese-lainville-dressed-as-in-the-18th-century/,204988fg.jpg
A Young Woman in a Kitchen (c.1720-1725),"Nicolas Lancret (French, 1690-1743)",c.1720-1725,https://artvee.com/dl/a-young-woman-in-a-kitchen/,216060fg.jpg
Portrait of Bachi (between 1867 and 1868),"Vasily Vereshchagin (Russian, 1842-1904)",between 1867 and 1868,https://artvee.com/dl/portrait-of-bachi/,239694fg.jpg
"Portrait of the Viceroy, the Duke of Linares","Juan Rodríguez Juárez (Mexican, 1675-1728)",None,https://artvee.com/dl/portrait-of-the-viceroy-the-duke-of-linares/,210679fg.jpg
Mais c’est le coeur qui bat trop vite (1897-1899),"Maurice Denis (French, 1870-1943)",1897-1899,https://artvee.com/dl/mais-cest-le-coeur-qui-bat-trop-vite/,221553fg.jpg
John Philip Sousa (1909),"Harry Franklin Waltman (American, 1871 - 1951)",1909,https://artvee.com/dl/john-philip-sousa-3/,241860fg.jpg
Winter (Winter),"Jean-Baptiste Pater (French, 1695-1736)",Winter,https://artvee.com/dl/winter-9/,210460fg.jpg
Amongst Friends,"Aloïs Boudry (Belgian, 1851-1938)",None,https://artvee.com/dl/amongst-friends/,240658fg.jpg
Christian IV (1638 – 1641),"Karel van Mander III (Dutch, 1609–1670)",1638 – 1641,https://artvee.com/dl/christian-iv/,212631fg.jpg
Self-Portrait (ca. 1858),"Henri Fantin-Latour (French, 1836-1904)",ca. 1858,https://artvee.com/dl/self-portrait-229/,223856fg.jpg
Portrait of Pieter Dircksz. Tjarck (circa 1635-1638),"Frans Hals (Dutch, c. 1581-1666)",circa 1635-1638,https://artvee.com/dl/portrait-of-pieter-dircksz-tjarck/,230413fg.jpg
Chlapčenský akt (1854–1855),"Gyula Benczúr (Hungarian, 1844-1920)",1854–1855,https://artvee.com/dl/chlapcensky-akt/,219013fg.jpg
Allégorie de la publicité (1897),"Fernand Le Quesne (French, 1856–1918)",1897,https://artvee.com/dl/allegorie-de-la-publicite/,225483fg.jpg
Woman of the Valais with Two Children on a Mule (1879),"Carl Diethelm Meyer (Swiss, 1840 - 1884)",1879,https://artvee.com/dl/woman-of-the-valais-with-two-children-on-a-mule/,211909fg.jpg
A Girl With A Basket Of Fruit,"Jan van Noordt (Dutch, c.1623-1676)",None,https://artvee.com/dl/a-girl-with-a-basket-of-fruit/,219098fg.jpg
A Peasant Woman carrying a Sack (1889),"Richard Nicolaüs Roland Holst (Dutch, 1868 - 1938)",1889,https://artvee.com/dl/a-peasant-woman-carrying-a-sack/,232227fg.jpg
Garrick with Burton and Palmer in ‘The Alchymist’,"Johan Joseph Zoffany (German, 1733 - 1810)",None,https://artvee.com/dl/garrick-with-burton-and-palmer-in-the-alchymist/,233683fg.jpg
Village girl (1894),"Józef Mehoffer (Polish, 1869-1946)",1894,https://artvee.com/dl/village-girl/,238320fg.jpg
The Proclamation of South Australia (circa 1856),"Charles Hill (Australian, 1824 – 1915)",circa 1856,https://artvee.com/dl/the-proclamation-of-south-australia-1836/,800223ht.jpg
Jäger und Mädchen Der Liebesgruß (1847),"Johann Matthias Ranftl (Austrian, 1804-1854)",1847,https://artvee.com/dl/jager-und-madchen-der-liebesgrus/,223930fg.jpg
The Bonfire,"Sophie Anderson (English, 1823-1903)",None,https://artvee.com/dl/the-bonfire/,207943fg.jpg
Mrs. Henry Hill (Anna Barrett) (c. 1765-70),"John Singleton Copley (American, 1738-1815)",c. 1765-70,https://artvee.com/dl/mrs-henry-hill-anna-barrett/,230664fg.jpg
Portrait of Dirck Jansz. Pesser (circa 1634),"Rembrandt van Rijn (Dutch, 1606-1669)",circa 1634,https://artvee.com/dl/portrait-of-dirck-jansz-pesser/,230837fg.jpg
The Sense of Sight (1744 to 1747),"Philippe Mercier (French, 1689 – 1760)",1744 to 1747,https://artvee.com/dl/the-sense-of-sight-2/,204805DI03fg.jpg
"Leonie Gräfin Lanckorońska, geb. Gräfin Potocka, mit ihrem Sohn Karl (1852)","Karl von Blaas (Austrian, 1815 – 1894)",1852,https://artvee.com/dl/leonie-grafin-lanckoronska-geb-grafin-potocka-mit-ihrem-sohn-karl/,223153fg.jpg
Nach Der Lotterieziehung (1859),"Friedrich Friedländer (Austrian, 1825-1901)",1859,https://artvee.com/dl/nach-der-lotterieziehung/,207397fg.jpg
Fischmarkt in Venedig (1944),"Carl Feiertag (Austrian, 1874-1944)",1944,https://artvee.com/dl/fischmarkt-in-venedig/,222867fg.jpg
Neutralia (1915),"Edvard Munch (Norwegian, 1863 - 1944)",1915,https://artvee.com/dl/neutralia/,200651fg.jpg
Between Rounds (from 1898 until 1899),"Thomas Eakins (American, 1844-1916)",from 1898 until 1899,https://artvee.com/dl/between-rounds/,202888fg.jpg
Gute Freunde (1904),"Hermann Kern (Austrian, 1838-1912)",1904,https://artvee.com/dl/gute-freunde-2/,235193fg.jpg
Portrait Of The Count Alfred Potocki,Jacob Procinsky,None,https://artvee.com/dl/portrait-of-the-count-alfred-potocki/,219078fg.jpg
Juive de Tanger,"Jean François Portaels (Belgian, 1818-1895)",None,https://artvee.com/dl/juive-de-tanger/,206765fg.jpg
Portrait Of A Young Girl,"Friedrich von Amerling (Austrian, 1803 - 1887)",None,https://artvee.com/dl/portrait-of-a-young-girl-9/,207401fg.jpg
Portrait of Christina Sebilla Charlotte Bakhuizen (1750-1810) (1802),"Benjamin Wolff (German, 1758-1825)",1802,https://artvee.com/dl/portrait-of-christina-sebilla-charlotte-bakhuizen-1750-1810/,231169fg.jpg
A Choice,"Ferdinand Roybet (French, 1840-1920)",None,https://artvee.com/dl/a-choice/,205355fg.jpg
Vallflicka,"Carl Trägårdh (Swedish, 1861 – 1899)",None,https://artvee.com/dl/vallflicka/,200362fg.jpg
Kaartende heren in café (1875 - 1934),"Isaac Israëls (Dutch, 1865 – 1934)",1875 - 1934,https://artvee.com/dl/kaartende-heren-in-cafe/,232792fg.jpg
Portrait of Mary Lapsley Guest (née Caughey) (1901-1964) (1916),"John Butler Yeats (Irish, 1839-1922)",1916,https://artvee.com/dl/portrait-of-mary-lapsley-guest-nee-caughey-1901-1964/,245686fg.jpg
Summer Afternoon Apple Picking,"Peter Hansen (Danish, 1868 – 1928)",None,https://artvee.com/dl/summer-afternoon-apple-picking/,207876fg.jpg
Victor Hugo descendant de son cabinet de travail à Hauteville House,"Georges Hugo (French, 1868-1925)",None,https://artvee.com/dl/victor-hugo-descendant-de-son-cabinet-de-travail-a-hauteville-house/,221197fg.jpg
Äiti Ja Lapsi (Mother And Child),"Akseli Gallen-Kallela (Finnish, 1865 - 1931)",Mother And Child,https://artvee.com/dl/aiti-ja-lapsi-mother-and-child/,225408fg.jpg
The Stonebreaker (1857 - 1858),"John Brett (English, 1831-1902)",1857 - 1858,https://artvee.com/dl/the-stonebreaker/,244186fg.jpg
Model study of a sleeping girl (ca. 1890),Wilhelm Altheim,ca. 1890,https://artvee.com/dl/model-study-of-a-sleeping-girl/,243572fg.jpg
Sketch for the painting “Potocka in Bakhchisaray”,"Jan Ciągliński (Polish, 1858 - 1913)",None,https://artvee.com/dl/sketch-for-the-painting-potocka-in-bakhchisaray/,238173fg.jpg
Portrait of Charles Gaskin (1888),"Arthur Joseph Gaskin (English, 1862–1928)",1888,https://artvee.com/dl/portrait-of-charles-gaskin/,243760fg.jpg
A Maid – Une Pucelle (1791),"John Raphael Smith (English, 1752-1812)",1791,https://artvee.com/dl/a-maid-une-pucelle/,235293fg.jpg
Familienbildnis Isepp (1927-1928),"Franz Wiegele (Austrian, 1887 - 1944)",1927-1928,https://artvee.com/dl/familienbildnis-isepp/,223745fg.jpg
"Self-portrait with portrait of Bernard, ‘Les Misérables’","Paul Gauguin (French, 1848-1903)",None,https://artvee.com/dl/self-portrait-with-portrait-of-bernard-les-miserables/,211006fg.jpg
The Sonatina (1883),"John Collier (English, 1850 – 1934)",1883,https://artvee.com/dl/the-sonatina/,208330fg.jpg
La tabagie (1645-1646),"David Teniers The Younger (Flemish, 1610 - 1690)",1645-1646,https://artvee.com/dl/la-tabagie/,233396fg.jpg
Portrait of a man in armour (1755),"Georg David Matthieu (German, 1737-1778)",1755,https://artvee.com/dl/portrait-of-a-man-in-armour-5/,239996fg.jpg
The Tambourine,"Jerome Myers (American, 1867-1940)",None,https://artvee.com/dl/the-tambourine/,210510fg.jpg
Portrait of Ottavio Strada (1567),"Jacopo Tintoretto (Italian, 1518-1594)",1567,https://artvee.com/dl/portrait-of-ottavio-strada/,231742fg.jpg
Frau Mit Grünem Fächer (Woman With a Green Fan) (1912),"Alexej von Jawlensky (Russian, 1864-1941)",1912,https://artvee.com/dl/frau-mit-grunem-facher-woman-with-a-green-fan/,226575fg.jpg
Sewing Tartar girl. From the journey to Crimea (between 1887 and 1899),"Jan Ciągliński (Polish, 1858 - 1913)",between 1887 and 1899,https://artvee.com/dl/sewing-tartar-girl-from-the-journey-to-crimea/,238169fg.jpg
Hands Up (1906),"N. C. Wyeth (American, 1882-1945)",1906,https://artvee.com/dl/hands-up/,202247fg.jpg
Portret van George Hendrik Breitner (1865 - 1923),"Nicolaas van der Waay (Dutch, 1855–1936)",1865 - 1923,https://artvee.com/dl/portret-van-george-hendrik-breitner/,233090fg.jpg
The Slave Market,"José Navarro y Llorens (Spanish, 1867–1923)",None,https://artvee.com/dl/the-slave-market-2/,205872fg.jpg
