Title,Artist Name,Year Created,Url,Refrence
"Art – Goût – Beauté, Feuillets de l’ élégance féminine, Juin 1932, No. 142, 12e Année, p. 20 (1932)","H. Rouit (French, 20th Century)",1932,https://artvee.com/dl/art-gout-beaute-feuillets-de-l-elegance-feminine-juin-1932-no-142-12e-annee-p-20/,908084il.jpg
I pray you hear my song of a nest. (1914),"Jessie M. King (Scottish, 1875-1949)",1914,https://artvee.com/dl/i-pray-you-hear-my-song-of-a-nest/,907556il.jpg
Russell Sage,,None,https://artvee.com/dl/russell-sage-2/,913547il.jpg
Design for an altar table surmounted by a crucifixion (19th Century),"Jules-Edmond-Charles Lachaise (French, ?-1897)",19th Century,https://artvee.com/dl/design-for-an-altar-table-surmounted-by-a-crucifixion/,904672il.jpg
Begijnhof in Amsterdam (1925),"Meijer Bleekrode (Dutch, 1896-1943)",1925,https://artvee.com/dl/begijnhof-in-amsterdam/,902522il.jpg
Cartoons for the cause Pl.13 (1896),"Walter Crane (English, 1845 - 1915)",1896,https://artvee.com/dl/cartoons-for-the-cause-pl-13/,910733il.jpg
Histoires naturelles Pl 16 (1922),"Pierre Bonnard (French, 1867-1947)",1922,https://artvee.com/dl/histoires-naturelles-pl-16/,914900il.jpg
African dancer,"Léon Bakst (Russian, 1866-1924)",None,https://artvee.com/dl/african-dancer/,914796il.jpg
Clark’s Celect Brand Fancy Citrus Fruit Label (1930-1950),Anonymous,1930-1950,https://artvee.com/dl/clarks-celect-brand-fancy-citrus-fruit-label/,910887il.jpg
Vier fietsers bij een wegwijzer (1930),Anonymous,1930,https://artvee.com/dl/vier-fietsers-bij-een-wegwijzer/,902781il.jpg
The Gazelle (1906),"Henry Justice Ford (English, 1860–1941)",1906,https://artvee.com/dl/the-gazelle/,909783il.jpg
"Art – Goût – Beauté, p. 20 (1931)",Anonymous,1931,https://artvee.com/dl/art-gout-beaute-p-20-4/,50254fs.jpg
Costume design for ‘Sadko’; Indian guest (circa 1917),"Léon Bakst (Russian, 1866-1924)",circa 1917,https://artvee.com/dl/costume-design-for-sadko-indian-guest/,914805il.jpg
Fish Merchant and Indian Woman (ca. 1850),"Francisco Fierro (Peruvian, 1807–1879)",ca. 1850,https://artvee.com/dl/fish-merchant-and-indian-woman/,228091fg.jpg
Design for a decorative panel painted in rococco style (1830–97),"Jules-Edmond-Charles Lachaise (French, ?-1897)",1830–97,https://artvee.com/dl/design-for-a-decorative-panel-painted-in-rococco-style/,904649il.jpg
"Examples of Chinese ornament, Pl.06 (1867)","Owen Jones (English, 1809 - 1874)",1867,https://artvee.com/dl/examples-of-chinese-ornament-pl-06/,101651ab.jpg
"Koru-Kalevala, The Illustrated Kalevala; Poem XII, opening vignette (1922)","Akseli Gallen-Kallela (Finnish, 1865 - 1931)",1922,https://artvee.com/dl/koru-kalevala-the-illustrated-kalevala-poem-xii-opening-vignette/,912397il.jpg
Kirkkovene työnnetään vesille (1903),"Eric O. W. Ehrström (Finnish, 1881-1934)",1903,https://artvee.com/dl/kirkkovene-tyonnetaan-vesille/,903971il.jpg
Delineator v99 pl45 (1922),Anonymous,1922,https://artvee.com/dl/delineator-v99-pl45/,51143fs.jpg
Sites Brabançons 3 (1919),"Léon Spilliaert (Belgian, 1881-1946)",1919,https://artvee.com/dl/sites-brabancons-3/,911924il.jpg
Confidence (1902),Anonymous,1902,https://artvee.com/dl/confidence/,903508il.jpg
The Children’s Homer pl 28 (1918),"Padraic Colum (Irish, 1881 – 1972)",1918,https://artvee.com/dl/the-childrens-homer-pl-28/,909896il.jpg
Spelende kinderen op een camping (1930),Anonymous,1930,https://artvee.com/dl/spelende-kinderen-op-een-camping/,902779il.jpg
83-Diamonds (1912 - 1924),"Will R. Barnes (American, ?-1939)",1912 - 1924,https://artvee.com/dl/83-diamonds/,910094il.jpg
Martian Fighting Machine Hit by Shell (1906),"Henrique Alvim Corrêa (Brazilian, 1876-1910)",1906,https://artvee.com/dl/martian-fighting-machine-hit-by-shell/,906095il.jpg
Gun-Testing (1916),,1916,https://artvee.com/dl/gun-testing-2/,913411il.jpg
Old man in a green military coat,"Sergey Yurievich Sudeikin (Russian, 1882-1946)",None,https://artvee.com/dl/old-man-in-a-green-military-coat/,907193il.jpg
"The marquis gave his hand to the princess, and followed the klng, who went up first (1922)","Harry Clarke (Irish, 1889–1931)",1922,https://artvee.com/dl/the-marquis-gave-his-hand-to-the-princess-and-followed-the-klng-who-went-up-first/,909155il.jpg
Decor (1929),"James Ensor (Belgian, 1860-1949)",1929,https://artvee.com/dl/decor/,911833il.jpg
Menu Card (circa 1900),"Alphonse Mucha (Czech, 1860-1939)",circa 1900,https://artvee.com/dl/menu-card/,905853il.jpg
Farmerettes (1912 - 1924),"Will R. Barnes (American, ?-1939)",1912 - 1924,https://artvee.com/dl/farmerettes-2/,910240il.jpg
The walls of Jericho (1910),"Udo Keppler (American, 1872 – 1956)",1910,https://artvee.com/dl/the-walls-of-jericho/,905677il.jpg
Flippy riffles (1908),"William Steinigans (American, 1878-1918)",1908,https://artvee.com/dl/flippy-riffles/,903828il.jpg
Carrieres d’Amérique pres Paris (1898),"Auguste Louis Lepère (French, 1849-1918)",1898,https://artvee.com/dl/carrieres-damerique-pres-paris/,913027il.jpg
"taly. The Festival of Pompei, The circus of gladiators (1884)","Auguste Louis Lepère (French, 1849-1918)",1884,https://artvee.com/dl/taly-the-festival-of-pompei-the-circus-of-gladiators/,913070il.jpg
The Evening Silhoutte (1921),Anonymous,1921,https://artvee.com/dl/the-evening-silhoutte/,51269fs.jpg
He rested in a Borax ring to keep the bugs away (1904),"Peter Newell (American, 1862 – 1924)",1904,https://artvee.com/dl/he-rested-in-a-borax-ring-to-keep-the-bugs-away/,902096il.jpg
"Then they wept, and chattered and scolded; but in vain (1901)","Maud Hunt Squire (American, 1873-1954)",1901,https://artvee.com/dl/then-they-wept-and-chattered-and-scolded-but-in-vain/,901660il.jpg
The Fairy of the Alps (1873),"Henri Fantin-Latour (French, 1836-1904)",1873,https://artvee.com/dl/the-fairy-of-the-alps/,913309il.jpg
The princess and the snake (1904),"Henry Justice Ford (English, 1860–1941)",1904,https://artvee.com/dl/the-princess-and-the-snake/,910663il.jpg
A word to grand stand specialists (1903),"Samuel Ehrhart (American, 1862-1937)",1903,https://artvee.com/dl/a-word-to-grand-stand-specialists/,901902il.jpg
The High-Fired Service; Rooster (counterproof) (c. 1860),"Félix Bracquemond (French, 1833-1914)",c. 1860,https://artvee.com/dl/the-high-fired-service-rooster-counterproof/,913173il.jpg
Design for an ornamental plaque for a bath house (1830–97),"Jules-Edmond-Charles Lachaise (French, ?-1897)",1830–97,https://artvee.com/dl/design-for-an-ornamental-plaque-for-a-bath-house/,904675il.jpg
Day dresses of various types to meet various needs (1919),Anonymous,1919,https://artvee.com/dl/day-dresses-of-various-types-to-meet-various-needs-2/,50887fs.jpg
Salon Orchestra Meier (1911),"Moriz Jung (Austrian, 1885–1915)",1911,https://artvee.com/dl/salon-orchestra-meier/,904270il.jpg
"Goosey, goosey gander","Leonard Leslie Brooke (English, 1862–1940)",None,https://artvee.com/dl/goosey-goosey-gander/,912168il.jpg
The catspaw (1912),"Udo Keppler (American, 1872 – 1956)",1912,https://artvee.com/dl/the-catspaw/,905561il.jpg
Naruchi (1849 - 1853),"Fedor Grigoryevich Solntsev (Russian, 1801 – 1892)",1849 - 1853,https://artvee.com/dl/naruchi/,602207sl.jpg
Officer costume (1914),"Will R. Barnes (American, ?-1939)",1914,https://artvee.com/dl/officer-costume/,910353il.jpg
Puck’s suggestion for the German Kaiser’s benefit (1894),"Samuel Ehrhart (American, 1862-1937)",1894,https://artvee.com/dl/pucks-suggestion-for-the-german-kaisers-benefit/,901936il.jpg
Complaints (1914),"Helen Hyde (American, 1868 – 1919)",1914,https://artvee.com/dl/complaints/,901753il.jpg
The Nightingale Pl 2 (1911),"Edmund Dulac (French, 1882 – 1953)",1911,https://artvee.com/dl/the-nightingale-pl-2/,902016il.jpg
Country Gentleman (1924),"Joseph Francis Kernan (American, 1878-1958)",1924,https://artvee.com/dl/country-gentleman/,906171il.jpg
Les Douze Mois de l’Année; Fructidor (1919),"Marthe Romme (French, 19th/20th Century)",1919,https://artvee.com/dl/les-douze-mois-de-lannee-fructidor/,908972il.jpg
Kinderen bekijken een poppenkastvoorstelling (1852 - 1905),Mira,1852 - 1905,https://artvee.com/dl/kinderen-bekijken-een-poppenkastvoorstelling/,907148il.jpg
Créations Lucien LELONG – CORNEBICHE (1926),Anonymous,1926,https://artvee.com/dl/tres-parisien-1926-no-2-pl-2-creations-lucien-lelong-cornebiche/,50208fs.jpg
Politicians – Vanity Fair. ‘Roman Catholic Home Rule’. Mr. Frank Hugh O’Cahan O’Donnell. 28 August 1880 (1880),"Théobald Chartran (French, 1849-1907)",1880,https://artvee.com/dl/politicians-vanity-fair-roman-catholic-home-rule-mr-frank-hugh-ocahan-odonnell-28-august-1880/,909942il.jpg
Femme en costume de bain rouge (1919),"Georges Goursat (Sem) (French, 1863–1934)",1919,https://artvee.com/dl/femme-en-costume-de-bain-rouge/,912589il.jpg
Patterns for Diapering 1 (1846),"Augustus Pugin (English, 1812-1852)",1846,https://artvee.com/dl/patterns-for-diapering-1/,904150il.jpg
Quality Brand Tomatoes Label (1954),Anonymous,1954,https://artvee.com/dl/quality-brand-tomatoes-label/,911275il.jpg
Dancers-Girls (1912 - 1924),"Will R. Barnes (American, ?-1939)",1912 - 1924,https://artvee.com/dl/dancers-girls/,910225il.jpg
La Danse (1914),"George Barbier (French, 1882 - 1932)",1914,https://artvee.com/dl/la-danse-2/,50717fs.jpg
Costume Design For A Syrian Dancer In Cleopatra (1909),"Léon Bakst (Russian, 1866-1924)",1909,https://artvee.com/dl/costume-design-for-a-syrian-dancer-in-cleopatra/,51336fs.jpg
Martians Land (1906),"Henrique Alvim Corrêa (Brazilian, 1876-1910)",1906,https://artvee.com/dl/martians-land/,906104il.jpg
[Miscellaneous small sketches for inlaid table tops.] [Design with dancing couple motif (1930),"Winold Reiss (American, 1886-1953)",1930,https://artvee.com/dl/miscellaneous-small-sketches-for-inlaid-table-tops-design-with-dancing-couple-motif/,906301il.jpg
Chinois 2 (1880 - 1889),"Auguste Racinet (French, 1825-1893)",1880 - 1889,https://artvee.com/dl/chinois-2/,912074il.jpg
Fashions on the crest of the wave (1919),Anonymous,1919,https://artvee.com/dl/fashions-on-the-crest-of-the-wave/,51192fs.jpg
The Theory and Practice of Color Pl.07 (1918),"Bonnie E. Snow (American, 19th/20th Century)",1918,https://artvee.com/dl/the-theory-and-practice-of-color-pl-07/,915572il.jpg
Costume et coiffure de nuit (1914),Monogrammist MFN,1914,https://artvee.com/dl/costume-et-coiffure-de-nuit/,50362fs.jpg
Delineator v104 pl36 (1924),Anonymous,1924,https://artvee.com/dl/delineator-v104-pl36/,51008fs.jpg
Elise (1909),"B. Lichtman (American, 19th/20th Century)",1909,https://artvee.com/dl/elise/,50813fs.jpg
L’Air (Air) (1922–1926),"George Barbier (French, 1882 - 1932)",1922–1926,https://artvee.com/dl/lair-air/,914173il.jpg
Gun-Testing (1916),"Joseph Pennell (American, 1857-1926)",1916,https://artvee.com/dl/gun-testing/,913411il.jpg
"A Monogram of the Holy Name, with our Lord, St. Mary, and St. John (1846)","Augustus Pugin (English, 1812-1852)",1846,https://artvee.com/dl/a-monogram-of-the-holy-name-with-our-lord-st-mary-and-st-john/,904108il.jpg
The Earth as seen from Mars (1905),"Udo Keppler (American, 1872 – 1956)",1905,https://artvee.com/dl/the-earth-as-seen-from-mars/,905575il.jpg
"Display samples only, Lilly Tablets (1919)","Eli Lilly & Company (American, 19th/20th Century)",1919,https://artvee.com/dl/display-samples-only-lilly-tablets/,915583il.jpg
"So she seized him with two fingers, and carried him upstairs (1920)","Arthur Rackham (English, 1867-1939)",1920,https://artvee.com/dl/so-she-seized-him-with-two-fingers-and-carried-him-upstairs/,909062il.jpg
Ontwerp voor kostuum voor Atlas (1910),"Richard Nicolaüs Roland Holst (Dutch, 1868 - 1938)",1910,https://artvee.com/dl/ontwerp-voor-kostuum-voor-atlas/,908275il.jpg
Dresses to meet the calls of winter (1919),Anonymous,1919,https://artvee.com/dl/dresses-to-meet-the-calls-of-winter/,51179fs.jpg
Perhaps Eastman Could Attain a Higher Yield (1950s),"Eastman Kodak Company (American, 20th Century)",1950s,https://artvee.com/dl/perhaps-eastman-could-attain-a-higher-yield/,915170il.jpg
Bugs and wings and other things – frontispiece (1918),"Jessie Willcox Smith (American, 1863 – 1935)",1918,https://artvee.com/dl/bugs-and-wings-and-other-things-frontispiece/,910706il.jpg
untitled (1910),"Will R. Barnes (American, ?-1939)",1910,https://artvee.com/dl/untitled-175/,910511il.jpg
Cabaret Caucasien (1924),Anonymous,1924,https://artvee.com/dl/art-gout-beaute-p-15-cabaret-caucasien/,50240fs.jpg
Fleurs (1866),"Félix Bracquemond (French, 1833-1914)",1866,https://artvee.com/dl/fleurs-5/,906563il.jpg
"An original theory or new hypothesis of the universe, Plate XVIII (1750)","Thomas Wright (English, 1711 – 1786)",1750,https://artvee.com/dl/an-original-theory-or-new-hypothesis-of-the-universe-plate-xviii/,912315il.jpg
The Pied Piper of Hamelin Pl 28 (1910),"Kate Greenaway (English, 1846 – 1901)",1910,https://artvee.com/dl/the-pied-piper-of-hamelin-pl-28/,902331il.jpg
Kresly tsaria Alekseia Mikhailovicha (izobrazhenie 4.) (1849 - 1853),"Fedor Grigoryevich Solntsev (Russian, 1801 – 1892)",1849 - 1853,https://artvee.com/dl/kresly-tsaria-alekseia-mikhailovicha-izobrazhenie-4/,602152sl.jpg
F is for Flower Girl (1898),"William Nicholson (English, 1872-1949)",1898,https://artvee.com/dl/f-is-for-flower-girl/,910766il.jpg
The Prince is taken back to the Golden Palace by the Magic Black Horse (1914),"Edmund Dulac (French, 1882 – 1953)",1914,https://artvee.com/dl/the-prince-is-taken-back-to-the-golden-palace-by-the-magic-black-horse/,909127il.jpg
How God Fix Jonah pl13 (1946),"Letterio Calapai (American, 1902–1993)",1946,https://artvee.com/dl/how-god-fix-jonah-pl13/,907597il.jpg
Ideal Fruit Brand Citrus Label (1930-1950),Anonymous,1930-1950,https://artvee.com/dl/ideal-fruit-brand-citrus-label/,911095il.jpg
Todos Caerán. (All will fall.) (1796-1797),"Francisco de Goya (Spanish, 1746 - 1828)",1796-1797,https://artvee.com/dl/todos-caeran-all-will-fall/,914112il.jpg
The cow said… (1911),"Florence Harrison (English, 1877-1955)",1911,https://artvee.com/dl/the-cow-said/,903783il.jpg
The Garden of Love (1888),"James Ensor (Belgian, 1860-1949)",1888,https://artvee.com/dl/the-garden-of-love-3/,911857il.jpg
"Studies of a man’s chest, biceps, and shoulders","Peter Paul Rubens (Flemish, 1577-1640)",None,https://artvee.com/dl/studies-of-a-mans-chest-biceps-and-shoulders/,912972il.jpg
The Blowing Rose (1883-1884),"Elihu Vedder (American, 1836-1923)",1883-1884,https://artvee.com/dl/the-blowing-rose/,901688il.jpg
Oriental-6 (1910),"Will R. Barnes (American, ?-1939)",1910,https://artvee.com/dl/oriental-6/,910365il.jpg
"It Is the Devil, Bearing Beneath His Two Wings the Seven Deadly Sins (1888)","Odilon Redon (French, 1840-1916)",1888,https://artvee.com/dl/it-is-the-devil-bearing-beneath-his-two-wings-the-seven-deadly-sins/,913483il.jpg
Allegory of the Arts (Music) (19th Century),"Jules-Edmond-Charles Lachaise (French, ?-1897)",19th Century,https://artvee.com/dl/allegory-of-the-arts-music/,904579il.jpg
Ozma of Oz pl 42 (1907),"John Rea Neill (American, 1877 - 1943)",1907,https://artvee.com/dl/ozma-of-oz-pl-42/,909229il.jpg
Death and Passions Descend upon the World (1914),"Auguste Louis Lepère (French, 1849-1918)",1914,https://artvee.com/dl/death-and-passions-descend-upon-the-world/,908888il.jpg
A hundred anecdotes of animals pl 041 (1901),"Percy J. Billinghurst (English, 1871-1933)",1901,https://artvee.com/dl/a-hundred-anecdotes-of-animals-pl-041/,909303il.jpg
Untitled (1919 - 1920),"Will R. Barnes (American, ?-1939)",1919 - 1920,https://artvee.com/dl/untitled-117/,910000il.jpg
7-Lillies [sic] (1919 - 1920),"Will R. Barnes (American, ?-1939)",1919 - 1920,https://artvee.com/dl/7-lillies-sic/,910085il.jpg
Proletariat; No. 1 Out of Work (1925),,1925,https://artvee.com/dl/proletariat-no-1-out-of-work-2/,913452il.jpg
"Study for the Saturday Evening Post cover, July 3 (1915)","J.C. Leyendecker (American, 1874 - 1951)",1915,https://artvee.com/dl/study-for-the-saturday-evening-post-cover-july-3/,906157il.jpg
Art treasures of the United Kingdom Pl.12 (1858),"Robert Dudley (English, 19th Century)",1858,https://artvee.com/dl/art-treasures-of-the-united-kingdom-pl-12/,911975il.jpg
"Der Amethyst. Hrsg. von F. Blei., (1906)",Amethyst,1906,https://artvee.com/dl/der-amethyst-hrsg-von-f-blei/,905872il.jpg
Blue Dragon Florida Citrus Fruit Label (1930-1950),Anonymous,1930-1950,https://artvee.com/dl/blue-dragon-florida-citrus-fruit-label/,910828il.jpg
"M Von Miller, M de Rubini, joueur de tennis, Doherty ou Borotra (1909)","Georges Goursat (Sem) (French, 1863–1934)",1909,https://artvee.com/dl/m-von-miller-m-de-rubini-joueur-de-tennis-doherty-ou-borotra/,912742il.jpg
Flower Children pl33 (1910),"Marion T. Ross (American, 1881-1937)",1910,https://artvee.com/dl/flower-children-pl33/,915389il.jpg
At the Gate (Am Thor) (1887),"Max Klinger (German, 1857-1920)",1887,https://artvee.com/dl/at-the-gate-am-thor/,914228il.jpg
The Fish King and the Dog Fish (1904),"Arthur Rackham (English, 1867-1939)",1904,https://artvee.com/dl/the-fish-king-and-the-dog-fish/,906023il.jpg
"Petroglyphs in Owens Valley, California 4 (1894)","Garrick Mallery (American, 1831-1894)",1894,https://artvee.com/dl/petroglyphs-in-owens-valley-california-4/,911723il.jpg
Patterns for Diapering 3 (1846),"Augustus Pugin (English, 1812-1852)",1846,https://artvee.com/dl/patterns-for-diapering-3/,904152il.jpg
"Designs for menu for Café Bonaparte, Beaux-Arts Apartments, 310 E. 44th St., New York, NY.] [Sketches for Café Bonaparte menu (1930)","Winold Reiss (American, 1886-1953)",1930,https://artvee.com/dl/designs-for-menu-for-cafe-bonaparte-beaux-arts-apartments-310-e-44th-st-new-york-ny-sketches-for-cafe-bonaparte-menu/,906347il.jpg
Italian Embroidered Silk Hangings (1858),"John Charles Robinson (English, 1824-1913)",1858,https://artvee.com/dl/italian-embroidered-silk-hangings/,603198sl.jpg
The Parting (1915),"Francis Campbell Boileau Cadell (Scottish, 1883 - 1937)",1915,https://artvee.com/dl/the-parting/,908897il.jpg
Kresla ili tron slonovoy kosti V.K. Ioanna III. (izobrazhenie 4.) (1849 - 1853),"Fedor Grigoryevich Solntsev (Russian, 1801 – 1892)",1849 - 1853,https://artvee.com/dl/kresla-ili-tron-slonovoy-kosti-v-k-ioanna-iii-izobrazhenie-4/,602146sl.jpg
Undine outside the window (1912),"Arthur Rackham (English, 1867-1939)",1912,https://artvee.com/dl/undine-outside-the-window/,907341il.jpg
Sur talons rouges pl 12 (1929),"Gerda Wegener (Danish, 1886 – 1940)",1929,https://artvee.com/dl/sur-talons-rouges-pl-12/,914195il.jpg
"The Heifer, the Goat, and the Sheep (1900)","Percy J. Billinghurst (English, 1871-1933)",1900,https://artvee.com/dl/the-heifer-the-goat-and-the-sheep/,909407il.jpg
The Raven Pl.06 (1884),"Gustave Doré (French, 1832-1883)",1884,https://artvee.com/dl/the-raven-pl-06/,915190il.jpg
"M Brinckmann, Prince de Saxe-Cobourg, Prince Ferdinand de Bulgarie (1909)","Georges Goursat (Sem) (French, 1863–1934)",1909,https://artvee.com/dl/m-brinckmann-prince-de-saxe-cobourg-prince-ferdinand-de-bulgarie/,912733il.jpg
"Conte de tsar Saltan et de son fils le glorieux et puissant prince Gvidon Saltanovitch, et de sa belle princesse Cygne pl 2 (1921)","Natalia Goncharova (Russian, 1881 – 1962)",1921,https://artvee.com/dl/conte-de-tsar-saltan-et-de-son-fils-le-glorieux-et-puissant-prince-gvidon-saltanovitch-et-de-sa-belle-princesse-cygne-pl-2/,912260il.jpg
Arabian nights (1932),"Ivan Bilibin (Russian, 1876-1942)",1932,https://artvee.com/dl/arabian-nights-3/,911573il.jpg
"Zheleznoe novgorodskoe panikadilo, v 3-iu doliu (1849 - 1853)","Fedor Grigoryevich Solntsev (Russian, 1801 – 1892)",1849 - 1853,https://artvee.com/dl/zheleznoe-novgorodskoe-panikadilo-v-3-iu-doliu/,602475sl.jpg
"Examples of Chinese ornament, Pl.22 (1867)","Owen Jones (English, 1809 - 1874)",1867,https://artvee.com/dl/examples-of-chinese-ornament-pl-22/,101667ab.jpg
The Man that pleased none (1908),"Walter Crane (English, 1845 - 1915)",1908,https://artvee.com/dl/the-man-that-pleased-none/,909548il.jpg
Accessories (1914),"Francisco Javier Gosé (Spanish, 1876-1915)",1914,https://artvee.com/dl/accessories-4/,907989il.jpg
Carteria Brand Florida Winter Vegetables Label (1930-1950),Anonymous,1930-1950,https://artvee.com/dl/carteria-brand-florida-winter-vegetables-label/,910866il.jpg
Lélio; The Aeolian Harp (1888),"Henri Fantin-Latour (French, 1836-1904)",1888,https://artvee.com/dl/lelio-the-aeolian-harp/,913284il.jpg
"Assiette à dessert ; trois motifs composés chacun d’un ruban, d’une fleur et d’un oiseau (1866 - 1878)","Félix Bracquemond (French, 1833-1914)",1866 - 1878,https://artvee.com/dl/assiette-a-dessert-trois-motifs-composes-chacun-dun-ruban-dune-fleur-et-dun-oiseau-2/,906540il.jpg
A. Serebrianoe zolochenoe kadilo 1644 g. B. Serebrianoe zolochenoe kadilo 1649 g. C (1849 - 1853),"Fedor Grigoryevich Solntsev (Russian, 1801 – 1892)",1849 - 1853,https://artvee.com/dl/a-serebrianoe-zolochenoe-kadilo-1644-g-b-serebrianoe-zolochenoe-kadilo-1649-g-c/,602012sl.jpg
"Koru-Kalevala, The Illustrated Kalevala; Poem XXVIII opening vignette, end vignette (1922)","Akseli Gallen-Kallela (Finnish, 1865 - 1931)",1922,https://artvee.com/dl/koru-kalevala-the-illustrated-kalevala-poem-xxviii-opening-vignette-end-vignette/,912399il.jpg
48 Babylonian Soldiers (1912 - 1924),"Will R. Barnes (American, ?-1939)",1912 - 1924,https://artvee.com/dl/48-babylonian-soldiers/,910068il.jpg
Flower Children pl83 (1910),"Marion T. Ross (American, 1881-1937)",1910,https://artvee.com/dl/flower-children-pl83/,915439il.jpg
The spider and the three silly flies (1900),"John Samuel Pughe (American, 1870-1909)",1900,https://artvee.com/dl/the-spider-and-the-three-silly-flies/,905330il.jpg
"Northumberland – Tabard, costume sketch for Henry Irving’s Planned Production of King Richard II","Edwin Austin Abbey (American, 1852 - 1911)",None,https://artvee.com/dl/northumberland-tabard-costume-sketch-for-henry-irvings-planned-production-of-king-richard-ii/,51311fs.jpg
Middle Ages No.5 (1856),"Owen Jones (English, 1809 - 1874)",1856,https://artvee.com/dl/middle-ages-no-5/,904350il.jpg
Dalena (atto Io) (1907–1908),"Pipein Gamba (Italian, 1868-1954)",1907–1908,https://artvee.com/dl/dalena-atto-io/,906695il.jpg
"The three bears, a family story pl 1 (1934)","Beatrice Dvilnsky (American, 20th century)",1934,https://artvee.com/dl/the-three-bears-a-family-story-pl-1/,901622il.jpg
Fashion (Mode) 5 (1912),"Otto Friedrich Carl Lendecke (Austrian, 1886-1918)",1912,https://artvee.com/dl/fashion-mode-5/,50845fs.jpg
Histoires naturelles Pl 44 (1922),"Pierre Bonnard (French, 1867-1947)",1922,https://artvee.com/dl/histoires-naturelles-pl-44/,914928il.jpg
Delineator v99a pl16 (1921),Anonymous,1921,https://artvee.com/dl/delineator-v99a-pl16/,51172fs.jpg
They overran the house without loss of time (1910),"Edmund Dulac (French, 1882 – 1953)",1910,https://artvee.com/dl/they-overran-the-house-without-loss-of-time-2/,909629il.jpg
Renaissance 16 (1880 - 1889),"Auguste Racinet (French, 1825-1893)",1880 - 1889,https://artvee.com/dl/renaissance-16/,912283il.jpg
Aphrodite ; Dans les jardins de la Déesse (1914),"Charles Martin (French, 1884 - 1934)",1914,https://artvee.com/dl/aphrodite-dans-les-jardins-de-la-deesse/,907923il.jpg
Sopla. (Blow.) (1796-1797),"Francisco de Goya (Spanish, 1746 - 1828)",1796-1797,https://artvee.com/dl/sopla-blow/,914104il.jpg
"The Great Chimney, The Motor Park (1916)","Joseph Pennell (American, 1857-1926)",1916,https://artvee.com/dl/the-great-chimney-the-motor-park/,913435il.jpg
"Le second livre des monogrammes, marques, cachets et es libris Pl.48 (1908)","George Auriol (French, 1863–1938)",1908,https://artvee.com/dl/le-second-livre-des-monogrammes-marques-cachets-et-es-libris-pl-48/,914576il.jpg
The Diverting History of John Gilpin pl6 (1887),"Randolph Caldecott (English, 1846 – 1886)",1887,https://artvee.com/dl/the-diverting-history-of-john-gilpin-pl6/,905820il.jpg
Miss Meade-Act II-Bossy (1913),"Will R. Barnes (American, ?-1939)",1913,https://artvee.com/dl/miss-meade-act-ii-bossy/,910332il.jpg
untitled (1910),"Will R. Barnes (American, ?-1939)",1910,https://artvee.com/dl/untitled-175/,910511il.jpg
The Children’s Homer pl 23 (1918),"Padraic Colum (Irish, 1881 – 1972)",1918,https://artvee.com/dl/the-childrens-homer-pl-23/,909891il.jpg
"Robe d’après-midi et costume tailleur, de Paul Poiret, et robe d’après-midi, de Jeanne Lanvin (1921)","Porter Woodruff (American, 1894-1959)",1921,https://artvee.com/dl/robe-dapres-midi-et-costume-tailleur-de-paul-poiret-et-robe-dapres-midi-de-jeanne-lanvin/,908162il.jpg
Markt in Gisors (1894),"Camille Pissarro (French, 1830-1903)",1894,https://artvee.com/dl/markt-in-gisors/,903119il.jpg
Making medicine (1908),"Will Crawford (American, 1869–1944)",1908,https://artvee.com/dl/making-medicine/,905717il.jpg
The kiss (circa 1898),"Peter Behrens (German, 1868-1940)",circa 1898,https://artvee.com/dl/the-kiss-3/,900170il.jpg
Middle Ages No.3 (1856),"Owen Jones (English, 1809 - 1874)",1856,https://artvee.com/dl/middle-ages-no-3/,904349il.jpg
Le Ménestrel des chateaux (1919),"Georges Goursat (Sem) (French, 1863–1934)",1919,https://artvee.com/dl/le-menestrel-des-chateaux/,912684il.jpg
Woman’s costume (1914),"Will R. Barnes (American, ?-1939)",1914,https://artvee.com/dl/womans-costume-17/,910550il.jpg
Little songs of long ago – more old nursery rhymes Pl 28 (1912),"Henriëtte Willebeek le Mair (Dutch, 1889 – 1966)",1912,https://artvee.com/dl/little-songs-of-long-ago-more-old-nursery-rhymes-pl-28/,902072il.jpg
Patterns of Powdering 1 (1846),"Augustus Pugin (English, 1812-1852)",1846,https://artvee.com/dl/patterns-of-powdering-1/,904160il.jpg
Swiss Girl (1921 - 1922),"Will R. Barnes (American, ?-1939)",1921 - 1922,https://artvee.com/dl/swiss-girl-2/,910422il.jpg
The Staircase with Trophies (1761),"Giovanni Battista Piranesi (Italian, 1720-1778)",1761,https://artvee.com/dl/the-staircase-with-trophies/,914209il.jpg
Cupid Getting Married (1911),"James Montgomery Flagg (American, 1877-1960)",1911,https://artvee.com/dl/cupid-getting-married/,906129il.jpg
Bloeiende planten (1917),"Julie de Graag (Dutch, 1877–1924)",1917,https://artvee.com/dl/bloeiende-planten-2/,902583il.jpg
Cyclamen (1920),"Julie de Graag (Dutch, 1877–1924)",1920,https://artvee.com/dl/cyclamen-2/,902482il.jpg
8-Barry O’Neil-Act I (1912),"Will R. Barnes (American, ?-1939)",1912,https://artvee.com/dl/8-barry-oneil-act-i/,910098il.jpg
(Untitled),"Edward Penfield (American, 1866 - 1925)",Untitled,https://artvee.com/dl/untitled-35/,901667il.jpg
